rank,candidate_id,job_role,final_score,scoring_mode,skill_score,experience_score,education_score,semantic_score,rating,recommendation,priority,zone,explanation,bias_flags,missing_scores,rejection_reasons,source_file
83,Resume_6_Data_Entry_Analyst_Healthcare_skills,director of healthcare analytics,62.8,passthrough,82.0,81.0,34.0,12.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=62.8 between 50.0 and 70.0. Top drivers: ATS match=63, Skill match=82, Experience=81.",,,,ranked_Director_of_Healthcare_Analytics_parsed_jd.json
84,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare analytics manager,62.8,passthrough,82.0,80.0,34.0,14.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=62.8 between 50.0 and 70.0. Top drivers: ATS match=63, Skill match=82, Experience=80.",,,,ranked_Healthcare_Analytics_Manager_parsed_jd.json
85,Resume_6_Data_Entry_Analyst_Healthcare_skills,senior clinical data analyst,62.8,passthrough,82.0,76.0,34.0,31.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=62.8 between 50.0 and 70.0. Top drivers: ATS match=63, Skill match=82, Experience=76.",,,,ranked_Senior_Clinical_Data_Analyst_parsed_jd.json
86,Resume_3_Healthcare_Reporting_Analyst_skills,lead data analyst (healthcare),62.65,passthrough,90.0,66.0,53.0,17.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=62.65 between 50.0 and 70.0. Top drivers: ATS match=63, Skill match=90, Experience=66.",,,,ranked_Lead_Data_Analyst_Healthcare_parsed_jd.json
87,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare program analyst,62.5,passthrough,82.0,83.0,34.0,19.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=62.5 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=82, Experience=83.",,,,ranked_Healthcare_Program_Analyst_parsed_jd.json
88,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare business analyst,62.3,passthrough,82.0,83.0,34.0,18.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=62.3 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=82, Experience=83.",,,,ranked_Healthcare_Business_Analyst_parsed_jd.json
89,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare data analyst,62.2,passthrough,82.0,84.0,34.0,16.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=62.2 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=82, Experience=84.",,,,ranked_Healthcare_Data_Analyst_parsed_jd.json
90,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare program analyst,62.15,passthrough,90.0,67.0,53.0,13.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=62.15 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=90, Experience=67.",,,,ranked_Healthcare_Program_Analyst_parsed_jd.json
91,Resume_3_Healthcare_Reporting_Analyst_skills,global health data analyst,62.15,passthrough,90.0,63.0,53.0,19.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=62.15 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=90, Experience=63.",,,,ranked_Global_Health_Data_Analyst_parsed_jd.json
92,Resume_6_Data_Entry_Analyst_Healthcare_skills,public health data analyst (entry-level),62.1,passthrough,82.0,83.0,34.0,17.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=62.1 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=82, Experience=83.",,,,ranked_public_health_data_analyst_entrylevel_parsed_jd.json
93,Amala_Resume_DS_DA_2026__skills,healthcare data scientist,62.0,passthrough,90.0,46.0,36.0,32.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=62.0 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=90, Experience=46.",,,,Amala_Resume_DS_DA_2026__skills__Healthcare_Data_Scientist_parsed_jd.json
94,Resume_2_Clinical_Data_Analyst_skills,healthcare machine learning engineer,61.95,passthrough,87.0,60.0,68.0,5.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.95 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=87, Experience=60.",,,,ranked_Healthcare_Machine_Learning_Engineer_parsed_jd.json
95,Resume_2_Clinical_Data_Analyst_skills,healthcare statistician,61.95,passthrough,87.0,55.0,68.0,24.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.95 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=87, Experience=55.",,,,ranked_healthcare_statistician_biostatistician_parsed_jd.json
96,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare data architect,61.9,passthrough,90.0,54.0,53.0,13.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.9 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=90, Experience=54.",,,,ranked_Healthcare_Data_Architect_parsed_jd.json
97,Resume_6_Data_Entry_Analyst_Healthcare_skills,freelance healthcare data analyst,61.8,passthrough,82.0,84.0,34.0,14.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.8 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=82, Experience=84.",,,,ranked_Freelance_Healthcare_Data_Analyst_parsed_jd.json
98,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare outcomes analyst,61.8,passthrough,82.0,82.0,34.0,17.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.8 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=82, Experience=82.",,,,ranked_Healthcare_Outcomes_Analyst_parsed_jd.json
99,Resume_6_Data_Entry_Analyst_Healthcare_skills,health information analyst,61.8,passthrough,82.0,80.0,34.0,20.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.8 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=82, Experience=80.",,,,ranked_Health_Information_Analyst_parsed_jd.json
100,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare outcomes analyst,61.75,passthrough,90.0,65.0,53.0,14.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.75 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=90, Experience=65.",,,,ranked_Healthcare_Outcomes_Analyst_parsed_jd.json
101,Resume_2_Clinical_Data_Analyst_skills,health information systems analyst,61.75,passthrough,87.0,69.0,68.0,2.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.75 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=87, Experience=69.",,,,ranked_Health_Information_Systems_Analyst_parsed_jd.json
102,Resume_6_Data_Entry_Analyst_Healthcare_skills,medical data analyst,61.7,passthrough,82.0,81.0,34.0,18.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.7 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=82, Experience=81.",,,,ranked_Medical_Data_Analyst_parsed_jd.json
103,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare risk analyst,61.65,passthrough,90.0,68.0,53.0,9.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.65 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=90, Experience=68.",,,,ranked_Healthcare_Risk_Analyst_parsed_jd.json
104,Resume_5_Health_Information_Analyst_skills,ehr data analyst,61.65,passthrough,84.0,52.0,51.0,45.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.65 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=84, Experience=52.",,,,ranked_EHR_Data_Analyst_Electronic_Health_parsed_jd.json
105,Resume_2_Clinical_Data_Analyst_skills,ehr implementation analyst,61.6,passthrough,87.0,70.0,68.0,13.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.6 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=87, Experience=70.",,,,ranked_EHR_Implementation_Analyst_parsed_jd.json
106,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare data science manager,61.6,passthrough,82.0,80.0,34.0,8.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.6 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=82, Experience=80.",,,,ranked_Healthcare_Data_Science_Manager_parsed_jd.json
107,Resume_3_Healthcare_Reporting_Analyst_skills,wearable health data analyst,61.55,passthrough,90.0,63.0,53.0,16.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.55 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=90, Experience=63.",,,,ranked_Wearable_Health_Data_Analyst_parsed_jd.json
108,Resume_5_Health_Information_Analyst_skills,health information analyst,61.55,passthrough,84.0,51.0,51.0,46.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.55 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=84, Experience=51.",,,,ranked_Health_Information_Analyst_parsed_jd.json
109,Resume_2_Clinical_Data_Analyst_skills,healthcare data science manager,61.5,passthrough,87.0,68.0,68.0,7.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.5 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=87, Experience=68.",,,,ranked_Healthcare_Data_Science_Manager_parsed_jd.json
110,Resume_6_Data_Entry_Analyst_Healthcare_skills,quality improvement analyst (healthcare),61.5,passthrough,82.0,87.0,34.0,8.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.5 between 50.0 and 70.0. Top drivers: ATS match=62, Skill match=82, Experience=87.",,,,ranked_quality_improvement_analyst_(healthcare)_parsed_jd.json
111,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare ai analyst,61.45,passthrough,90.0,68.0,53.0,8.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.45 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=90, Experience=68.",,,,ranked_Healthcare_AI_Analyst_parsed_jd.json
112,Resume_6_Data_Entry_Analyst_Healthcare_skills,medical billing data analyst,61.4,passthrough,82.0,74.0,34.0,27.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.4 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=74.",,,,ranked_Medical_Billing_Data_Analyst_parsed_jd.json
113,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare financial analyst,61.35,passthrough,90.0,65.0,53.0,12.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.35 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=90, Experience=65.",,,,ranked_Healthcare_Financial_Analyst_parsed_jd.json
114,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare risk analyst,61.3,passthrough,82.0,83.0,34.0,13.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.3 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=83.",,,,ranked_Healthcare_Risk_Analyst_parsed_jd.json
115,Resume_2_Clinical_Data_Analyst_skills,biostatistician,61.25,passthrough,87.0,56.0,68.0,19.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.25 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=87, Experience=56.",,,,ranked_Biostatistician_parsed_jd.json
116,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare ai analyst,61.2,passthrough,82.0,86.0,34.0,8.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.2 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=86.",,,,ranked_Healthcare_AI_Analyst_parsed_jd.json
117,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare dashboard developer,61.15,passthrough,82.0,73.0,34.0,13.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.15 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=73.",,,,ranked_Healthcare_Dashboard_Developer_parsed_jd.json
118,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare operations analyst,61.1,passthrough,82.0,83.0,34.0,12.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.1 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=83.",,,,ranked_Healthcare_Operations_Analyst_parsed_jd.json
119,Resume_6_Data_Entry_Analyst_Healthcare_skills,telehealth data analyst,61.1,passthrough,82.0,83.0,34.0,12.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.1 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=83.",,,,ranked_Telehealth_Data_Analyst_parsed_jd.json
120,Resume_6_Data_Entry_Analyst_Healthcare_skills,health informatics specialist,61.1,passthrough,82.0,77.0,34.0,21.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.1 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=77.",,,,ranked_Health_Informatics_Specialist_parsed_jd.json
121,Resume_3_Healthcare_Reporting_Analyst_skills,health policy analyst,61.05,passthrough,90.0,68.0,53.0,6.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=61.05 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=90, Experience=68.",,,,ranked_Health_Policy_Analyst_parsed_jd.json
122,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare business analyst,60.95,passthrough,90.0,65.0,53.0,10.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.95 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=90, Experience=65.",,,,ranked_Healthcare_Business_Analyst_parsed_jd.json
123,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare financial analyst,60.9,passthrough,82.0,83.0,34.0,11.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.9 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=83.",,,,ranked_Healthcare_Financial_Analyst_parsed_jd.json
124,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare reporting analyst,60.9,passthrough,82.0,83.0,34.0,11.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.9 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=83.",,,,ranked_Healthcare_Reporting_Analyst_parsed_jd.json
125,Resume_6_Data_Entry_Analyst_Healthcare_skills,digital health analyst,60.9,passthrough,82.0,79.0,34.0,17.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.9 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=79.",,,,ranked_Digital_Health_Analyst_parsed_jd.json
126,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare bi (business intelligence) analyst,60.7,passthrough,82.0,83.0,34.0,10.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.7 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=83.",,,,ranked_Healthcare_BI_(Business_Intelligence)_Analyst_parsed_jd.json
127,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare analytics consultant,60.7,passthrough,82.0,81.0,34.0,13.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.7 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=81.",,,,ranked_Healthcare_Analytics_Consultant_parsed_jd.json
128,Resume_6_Data_Entry_Analyst_Healthcare_skills,claims data analyst,60.7,passthrough,82.0,77.0,34.0,19.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.7 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=82, Experience=77.",,,,ranked_Claims_Data_Analyst_Insurance_parsed_jd.json
129,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare machine learning engineer,60.65,passthrough,90.0,53.0,53.0,8.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.65 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=90, Experience=53.",,,,ranked_Healthcare_Machine_Learning_Engineer_parsed_jd.json
130,Resume_1_Healthcare_Data_Analyst_Junior_skills,global health data analyst,60.55,passthrough,90.0,53.0,53.0,26.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.55 between 50.0 and 70.0. Top drivers: ATS match=61, Skill match=90, Experience=53.",,,,ranked_Global_Health_Data_Analyst_parsed_jd.json
131,Resume_3_Healthcare_Reporting_Analyst_skills,digital health analyst,60.35,passthrough,90.0,59.0,53.0,16.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.35 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=90, Experience=59.",,,,ranked_Digital_Health_Analyst_parsed_jd.json
132,Resume_2_Clinical_Data_Analyst_skills,head of health informatics,60.3,passthrough,87.0,60.0,68.0,17.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.3 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=87, Experience=60.",,,,ranked_Head_of_Health_Informatics_parsed_jd.json
133,Resume_1_Healthcare_Data_Analyst_Junior_skills,public health data analyst (entry-level),60.25,passthrough,90.0,54.0,53.0,23.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.25 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=90, Experience=54.",,,,ranked_public_health_data_analyst_entrylevel_parsed_jd.json
134,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare data scientist,60.25,passthrough,90.0,37.0,53.0,26.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.25 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=90, Experience=37.",,,,ranked_Healthcare_Data_Scientist_parsed_jd.json
135,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare performance analyst,60.2,passthrough,82.0,80.0,34.0,12.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.2 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=82, Experience=80.",,,,ranked_Healthcare_Performance_Analyst_parsed_jd.json
136,Resume_3_Healthcare_Reporting_Analyst_skills,quality improvement analyst (healthcare),60.15,passthrough,90.0,63.0,53.0,9.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.15 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=90, Experience=63.",,,,ranked_quality_improvement_analyst_(healthcare)_parsed_jd.json
137,Resume_3_Healthcare_Reporting_Analyst_skills,telehealth data analyst,60.15,passthrough,90.0,57.0,53.0,18.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.15 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=90, Experience=57.",,,,ranked_Telehealth_Data_Analyst_parsed_jd.json
138,Resume_6_Data_Entry_Analyst_Healthcare_skills,healthcare machine learning engineer,60.1,passthrough,82.0,76.0,34.0,4.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.1 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=82, Experience=76.",,,,ranked_Healthcare_Machine_Learning_Engineer_parsed_jd.json
139,Resume_3_Healthcare_Reporting_Analyst_skills,public health data analyst (entry-level),60.05,passthrough,90.0,60.0,53.0,13.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.05 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=90, Experience=60.",,,,ranked_public_health_data_analyst_entrylevel_parsed_jd.json
140,Resume_3_Healthcare_Reporting_Analyst_skills,clinical data scientist,60.0,passthrough,90.0,44.0,53.0,16.0,Moderate Fit,Consider if strong candidates are limited,Medium,review,"Review: final=60.0 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=90, Experience=44.",,,,ranked_Clinical_Data_Scientist_parsed_jd.json
141,Resume_3_Healthcare_Reporting_Analyst_skills,healthcare analytics consultant,59.85,passthrough,90.0,56.0,53.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.85 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=90, Experience=56.",,,,ranked_Healthcare_Analytics_Consultant_parsed_jd.json
142,Resume_1_Healthcare_Data_Analyst_Junior_skills,healthcare data analyst (junior),59.85,passthrough,90.0,46.0,53.0,33.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.85 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=90, Experience=46.",,,,ranked_healthcare_data_analyst_(junior)_parsed_jd.json
143,Resume_6_Data_Entry_Analyst_Healthcare_skills,population health analyst,59.8,passthrough,82.0,78.0,34.0,13.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.8 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=82, Experience=78.",,,,ranked_Population_Health_Analyst_parsed_jd.json
144,Resume_6_Data_Entry_Analyst_Healthcare_skills,clinical research data analyst,59.7,passthrough,82.0,77.0,34.0,14.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.7 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=82, Experience=77.",,,,ranked_Clinical_Research_Data_Analyst_parsed_jd.json
145,Resume_6_Data_Entry_Analyst_Healthcare_skills,genomics data analyst,59.6,passthrough,82.0,76.0,34.0,15.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.6 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=82, Experience=76.",,,,ranked_Genomics_Data_Analyst_parsed_jd.json
146,Resume_3_Healthcare_Reporting_Analyst_skills,medical data analyst,59.55,passthrough,90.0,59.0,53.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.55 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=90, Experience=59.",,,,ranked_Medical_Data_Analyst_parsed_jd.json
147,Resume_6_Data_Entry_Analyst_Healthcare_skills,health policy analyst,59.5,passthrough,82.0,81.0,34.0,7.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.5 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=82, Experience=81.",,,,ranked_Health_Policy_Analyst_parsed_jd.json
148,Resume_6_Data_Entry_Analyst_Healthcare_skills,revenue cycle data analyst,59.5,passthrough,82.0,73.0,34.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.5 between 50.0 and 70.0. Top drivers: ATS match=60, Skill match=82, Experience=73.",,,,ranked_Revenue_Cycle_Data_Analyst_parsed_jd.json
149,Resume_1_Healthcare_Data_Analyst_Junior_skills,data entry analyst (healthcare),59.45,passthrough,90.0,56.0,53.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.45 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=90, Experience=56.",,,,ranked_Data_Entry_Analyst_Healthcare_parsed_jd.json
150,Resume_3_Healthcare_Reporting_Analyst_skills,public health analyst,59.45,passthrough,90.0,54.0,53.0,19.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.45 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=90, Experience=54.",,,,ranked_Public_Health_Analyst_parsed_jd.json
151,Resume_3_Healthcare_Reporting_Analyst_skills,data entry analyst (healthcare),59.35,passthrough,90.0,63.0,53.0,15.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.35 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=90, Experience=63.",,,,ranked_Data_Entry_Analyst_Healthcare_parsed_jd.json
152,Resume_5_Health_Information_Analyst_skills,healthcare data scientist,59.3,passthrough,84.0,48.0,51.0,22.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.3 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=84, Experience=48.",,,,ranked_Healthcare_Data_Scientist_parsed_jd.json
153,Resume_1_Healthcare_Data_Analyst_Junior_skills,wearable health data analyst,59.25,passthrough,90.0,52.0,53.0,21.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.25 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=90, Experience=52.",,,,ranked_Wearable_Health_Data_Analyst_parsed_jd.json
154,Resume_6_Data_Entry_Analyst_Healthcare_skills,clinical trials data manager,59.2,passthrough,82.0,71.0,34.0,14.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=59.2 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=82, Experience=71.",,,,ranked_Clinical_Trials_Data_Manager_parsed_jd.json
155,Resume_3_Healthcare_Reporting_Analyst_skills,real world evidence (rwe) analyst,58.95,passthrough,90.0,55.0,53.0,15.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=58.95 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=90, Experience=55.",,,,ranked_Real-World_Evidence_(RWE)_Analyst_parsed_jd.json
156,Resume_5_Health_Information_Analyst_skills,healthcare data integration specialist,58.95,passthrough,84.0,53.0,51.0,30.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=58.95 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=84, Experience=53.",,,,ranked_Healthcare_Data_Integration_Specialist_parsed_jd.json
157,Resume_5_Health_Information_Analyst_skills,health informatics specialist,58.85,passthrough,84.0,52.0,51.0,31.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=58.85 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=84, Experience=52.",,,,ranked_Health_Informatics_Specialist_parsed_jd.json
158,Resume_3_Healthcare_Reporting_Analyst_skills,ehr data analyst,58.75,passthrough,90.0,57.0,53.0,11.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=58.75 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=90, Experience=57.",,,,ranked_EHR_Data_Analyst_Electronic_Health_parsed_jd.json
159,Resume_3_Healthcare_Reporting_Analyst_skills,revenue cycle data analyst,58.75,passthrough,90.0,49.0,53.0,23.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=58.75 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=90, Experience=49.",,,,ranked_Revenue_Cycle_Data_Analyst_parsed_jd.json
160,Resume_3_Healthcare_Reporting_Analyst_skills,ai specialist in healthcare analytics,58.65,passthrough,90.0,56.0,53.0,12.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=58.65 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=90, Experience=56.",,,,ranked_ai_specialist_in_healthcare_analytics_parsed_jd.json
161,Resume_3_Healthcare_Reporting_Analyst_skills,data analytics trainer,58.65,passthrough,90.0,44.0,53.0,30.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=58.65 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=90, Experience=44.",,,,ranked_Data_Analytics_Trainer_Healthcare_parsed_jd.json
162,Resume_6_Data_Entry_Analyst_Healthcare_skills,fraud & compliance analyst,58.6,passthrough,82.0,66.0,34.0,25.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=58.6 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=82, Experience=66.",,,,ranked_fraud_compliance_analyst_parsed_jd.json
163,Resume_3_Healthcare_Reporting_Analyst_skills,health informatics specialist,58.55,passthrough,90.0,57.0,53.0,10.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=58.55 between 50.0 and 70.0. Top drivers: ATS match=59, Skill match=90, Experience=57.",,,,ranked_Health_Informatics_Specialist_parsed_jd.json
164,Resume_6_Data_Entry_Analyst_Healthcare_skills,clinical informatics analyst,58.4,passthrough,82.0,70.0,34.0,18.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=58.4 between 50.0 and 70.0. Top drivers: ATS match=58, Skill match=82, Experience=70.",,,,ranked_Clinical_Informatics_Analyst_parsed_jd.json
165,Resume_3_Healthcare_Reporting_Analyst_skills,health information analyst,58.35,passthrough,90.0,57.0,53.0,9.0,Partial Fit,Review manually before deciding,Low,review,"Review: final=58.35 between 50.0 and 70.0. Top drivers: ATS match=58, Skill match=90, Experience=57.",,,,ranked_Health_Information_Analyst_parsed_jd.json
